seed,fold,inner,task,kernel,lam,mult,sigma,n,scope,chosen,solve_ok
4747,2,2,FI,rbf,3.0,0.5,74.81916322315107,220,inner,False,True
4747,2,2,WM,rbf,10.0,0.5,74.81916322315107,220,inner,False,True
4747,2,2,FI,rbf,10.0,0.5,74.81916322315107,220,inner,False,True
4747,2,2,WM,rbf,0.3,1.0,149.63832644630213,220,inner,False,True
4747,2,2,FI,rbf,0.3,1.0,149.63832644630213,220,inner,False,True
4747,2,2,WM,rbf,1.0,1.0,149.63832644630213,220,inner,False,True
4747,2,2,FI,rbf,1.0,1.0,149.63832644630213,220,inner,False,True
4747,2,2,WM,rbf,3.0,1.0,149.63832644630213,220,inner,False,True
4747,2,2,FI,rbf,3.0,1.0,149.63832644630213,220,inner,False,True
4747,2,2,WM,rbf,10.0,1.0,149.63832644630213,220,inner,False,True
4747,2,2,FI,rbf,10.0,1.0,149.63832644630213,220,inner,False,True
4747,2,2,WM,rbf,0.3,2.0,299.27665289260426,220,inner,False,True
4747,2,2,FI,rbf,0.3,2.0,299.27665289260426,220,inner,False,True
4747,2,2,WM,rbf,1.0,2.0,299.27665289260426,220,inner,False,True
4747,2,2,FI,rbf,1.0,2.0,299.27665289260426,220,inner,False,True
4747,2,2,WM,rbf,3.0,2.0,299.27665289260426,220,inner,False,True
4747,2,2,FI,rbf,3.0,2.0,299.27665289260426,220,inner,False,True
4747,2,2,WM,rbf,10.0,2.0,299.27665289260426,220,inner,False,True
4747,2,2,FI,rbf,10.0,2.0,299.27665289260426,220,inner,False,True
4747,2,2,WM,linear,0.3,0.5,,220,inner,False,True
4747,2,2,FI,linear,0.3,0.5,,220,inner,False,True
4747,2,2,WM,linear,1.0,0.5,,220,inner,False,True
4747,2,2,FI,linear,1.0,0.5,,220,inner,False,True
4747,2,2,WM,linear,3.0,0.5,,220,inner,False,True
4747,2,2,FI,linear,3.0,0.5,,220,inner,False,True
4747,2,2,WM,linear,10.0,0.5,,220,inner,False,True
4747,2,2,FI,linear,10.0,0.5,,220,inner,False,True
4747,2,2,WM,linear,0.3,1.0,,220,inner,False,True
4747,2,2,FI,linear,0.3,1.0,,220,inner,False,True
4747,2,2,WM,linear,1.0,1.0,,220,inner,False,True
4747,2,2,FI,linear,1.0,1.0,,220,inner,False,True
4747,2,2,WM,linear,3.0,1.0,,220,inner,False,True
4747,2,2,FI,linear,3.0,1.0,,220,inner,False,True
4747,2,2,WM,linear,10.0,1.0,,220,inner,False,True
4747,2,2,FI,linear,10.0,1.0,,220,inner,False,True
4747,2,2,WM,linear,0.3,2.0,,220,inner,False,True
4747,2,2,FI,linear,0.3,2.0,,220,inner,False,True
4747,2,2,WM,linear,1.0,2.0,,220,inner,False,True
4747,2,2,FI,linear,1.0,2.0,,220,inner,False,True
4747,2,2,WM,linear,3.0,2.0,,220,inner,False,True
4747,2,2,FI,linear,3.0,2.0,,220,inner,False,True
4747,2,2,WM,linear,10.0,2.0,,220,inner,False,True
4747,2,2,FI,linear,10.0,2.0,,220,inner,False,True
4747,2,-1,WM,rbf,0.3,2.0,302.66467617164835,330,final,True,True
4747,2,-1,FI,rbf,0.3,1.0,151.33233808582418,330,final,True,True
4747,2,-1,WM,linear,10.0,2.0,,330,final,True,True
4747,2,-1,FI,linear,10.0,2.0,,330,final,True,True
4747,3,0,WM,rbf,0.3,0.5,75.37180939523894,220,inner,False,True
4747,3,0,FI,rbf,0.3,0.5,75.37180939523894,220,inner,False,True
4747,3,0,WM,rbf,1.0,0.5,75.37180939523894,220,inner,False,True
4747,3,0,FI,rbf,1.0,0.5,75.37180939523894,220,inner,False,True
4747,3,0,WM,rbf,3.0,0.5,75.37180939523894,220,inner,False,True
4747,3,0,FI,rbf,3.0,0.5,75.37180939523894,220,inner,False,True
4747,3,0,WM,rbf,10.0,0.5,75.37180939523894,220,inner,False,True
4747,3,0,FI,rbf,10.0,0.5,75.37180939523894,220,inner,False,True
4747,3,0,WM,rbf,0.3,1.0,150.74361879047788,220,inner,False,True
4747,3,0,FI,rbf,0.3,1.0,150.74361879047788,220,inner,False,True
4747,3,0,WM,rbf,1.0,1.0,150.74361879047788,220,inner,False,True
4747,3,0,FI,rbf,1.0,1.0,150.74361879047788,220,inner,False,True
4747,3,0,WM,rbf,3.0,1.0,150.74361879047788,220,inner,False,True
4747,3,0,FI,rbf,3.0,1.0,150.74361879047788,220,inner,False,True
4747,3,0,WM,rbf,10.0,1.0,150.74361879047788,220,inner,False,True
4747,3,0,FI,rbf,10.0,1.0,150.74361879047788,220,inner,False,True
4747,3,0,WM,rbf,0.3,2.0,301.48723758095576,220,inner,False,True
4747,3,0,FI,rbf,0.3,2.0,301.48723758095576,220,inner,False,True
4747,3,0,WM,rbf,1.0,2.0,301.48723758095576,220,inner,False,True
4747,3,0,FI,rbf,1.0,2.0,301.48723758095576,220,inner,False,True
4747,3,0,WM,rbf,3.0,2.0,301.48723758095576,220,inner,False,True
4747,3,0,FI,rbf,3.0,2.0,301.48723758095576,220,inner,False,True
4747,3,0,WM,rbf,10.0,2.0,301.48723758095576,220,inner,False,True
4747,3,0,FI,rbf,10.0,2.0,301.48723758095576,220,inner,False,True
4747,3,0,WM,linear,0.3,0.5,,220,inner,False,True
4747,3,0,FI,linear,0.3,0.5,,220,inner,False,True
4747,3,0,WM,linear,1.0,0.5,,220,inner,False,True
4747,3,0,FI,linear,1.0,0.5,,220,inner,False,True
4747,3,0,WM,linear,3.0,0.5,,220,inner,False,True
4747,3,0,FI,linear,3.0,0.5,,220,inner,False,True
4747,3,0,WM,linear,10.0,0.5,,220,inner,False,True
4747,3,0,FI,linear,10.0,0.5,,220,inner,False,True
4747,3,0,WM,linear,0.3,1.0,,220,inner,False,True
4747,3,0,FI,linear,0.3,1.0,,220,inner,False,True
4747,3,0,WM,linear,1.0,1.0,,220,inner,False,True
4747,3,0,FI,linear,1.0,1.0,,220,inner,False,True
4747,3,0,WM,linear,3.0,1.0,,220,inner,False,True
4747,3,0,FI,linear,3.0,1.0,,220,inner,False,True
4747,3,0,WM,linear,10.0,1.0,,220,inner,False,True
4747,3,0,FI,linear,10.0,1.0,,220,inner,False,True
4747,3,0,WM,linear,0.3,2.0,,220,inner,False,True
4747,3,0,FI,linear,0.3,2.0,,220,inner,False,True
4747,3,0,WM,linear,1.0,2.0,,220,inner,False,True
4747,3,0,FI,linear,1.0,2.0,,220,inner,False,True
4747,3,0,WM,linear,3.0,2.0,,220,inner,False,True
4747,3,0,FI,linear,3.0,2.0,,220,inner,False,True
4747,3,0,WM,linear,10.0,2.0,,220,inner,False,True
4747,3,0,FI,linear,10.0,2.0,,220,inner,False,True
4747,3,1,WM,rbf,0.3,0.5,75.60425920427595,220,inner,False,True
4747,3,1,FI,rbf,0.3,0.5,75.60425920427595,220,inner,False,True
4747,3,1,WM,rbf,1.0,0.5,75.60425920427595,220,inner,False,True
4747,3,1,FI,rbf,1.0,0.5,75.60425920427595,220,inner,False,True
4747,3,1,WM,rbf,3.0,0.5,75.60425920427595,220,inner,False,True
4747,3,1,FI,rbf,3.0,0.5,75.60425920427595,220,inner,False,True
4747,3,1,WM,rbf,10.0,0.5,75.60425920427595,220,inner,False,True
4747,3,1,FI,rbf,10.0,0.5,75.60425920427595,220,inner,False,True
4747,3,1,WM,rbf,0.3,1.0,151.2085184085519,220,inner,False,True
4747,3,1,FI,rbf,0.3,1.0,151.2085184085519,220,inner,False,True
4747,3,1,WM,rbf,1.0,1.0,151.2085184085519,220,inner,False,True
4747,3,1,FI,rbf,1.0,1.0,151.2085184085519,220,inner,False,True
4747,3,1,WM,rbf,3.0,1.0,151.2085184085519,220,inner,False,True
4747,3,1,FI,rbf,3.0,1.0,151.2085184085519,220,inner,False,True
4747,3,1,WM,rbf,10.0,1.0,151.2085184085519,220,inner,False,True
4747,3,1,FI,rbf,10.0,1.0,151.2085184085519,220,inner,False,True
4747,3,1,WM,rbf,0.3,2.0,302.4170368171038,220,inner,False,True
4747,3,1,FI,rbf,0.3,2.0,302.4170368171038,220,inner,False,True
4747,3,1,WM,rbf,1.0,2.0,302.4170368171038,220,inner,False,True
4747,3,1,FI,rbf,1.0,2.0,302.4170368171038,220,inner,False,True
4747,3,1,WM,rbf,3.0,2.0,302.4170368171038,220,inner,False,True
4747,3,1,FI,rbf,3.0,2.0,302.4170368171038,220,inner,False,True
4747,3,1,WM,rbf,10.0,2.0,302.4170368171038,220,inner,False,True
4747,3,1,FI,rbf,10.0,2.0,302.4170368171038,220,inner,False,True
4747,3,1,WM,linear,0.3,0.5,,220,inner,False,True
4747,3,1,FI,linear,0.3,0.5,,220,inner,False,True
4747,3,1,WM,linear,1.0,0.5,,220,inner,False,True
4747,3,1,FI,linear,1.0,0.5,,220,inner,False,True
4747,3,1,WM,linear,3.0,0.5,,220,inner,False,True
4747,3,1,FI,linear,3.0,0.5,,220,inner,False,True
4747,3,1,WM,linear,10.0,0.5,,220,inner,False,True
4747,3,1,FI,linear,10.0,0.5,,220,inner,False,True
4747,3,1,WM,linear,0.3,1.0,,220,inner,False,True
4747,3,1,FI,linear,0.3,1.0,,220,inner,False,True
4747,3,1,WM,linear,1.0,1.0,,220,inner,False,True
4747,3,1,FI,linear,1.0,1.0,,220,inner,False,True
4747,3,1,WM,linear,3.0,1.0,,220,inner,False,True
4747,3,1,FI,linear,3.0,1.0,,220,inner,False,True
4747,3,1,WM,linear,10.0,1.0,,220,inner,False,True
4747,3,1,FI,linear,10.0,1.0,,220,inner,False,True
4747,3,1,WM,linear,0.3,2.0,,220,inner,False,True
4747,3,1,FI,linear,0.3,2.0,,220,inner,False,True
4747,3,1,WM,linear,1.0,2.0,,220,inner,False,True
4747,3,1,FI,linear,1.0,2.0,,220,inner,False,True
4747,3,1,WM,linear,3.0,2.0,,220,inner,False,True
4747,3,1,FI,linear,3.0,2.0,,220,inner,False,True
4747,3,1,WM,linear,10.0,2.0,,220,inner,False,True
4747,3,1,FI,linear,10.0,2.0,,220,inner,False,True
4747,3,2,WM,rbf,0.3,0.5,75.07839526293492,220,inner,False,True
4747,3,2,FI,rbf,0.3,0.5,75.07839526293492,220,inner,False,True
4747,3,2,WM,rbf,1.0,0.5,75.07839526293492,220,inner,False,True
4747,3,2,FI,rbf,1.0,0.5,75.07839526293492,220,inner,False,True
4747,3,2,WM,rbf,3.0,0.5,75.07839526293492,220,inner,False,True
4747,3,2,FI,rbf,3.0,0.5,75.07839526293492,220,inner,False,True
4747,3,2,WM,rbf,10.0,0.5,75.07839526293492,220,inner,False,True
4747,3,2,FI,rbf,10.0,0.5,75.07839526293492,220,inner,False,True
4747,3,2,WM,rbf,0.3,1.0,150.15679052586984,220,inner,False,True
4747,3,2,FI,rbf,0.3,1.0,150.15679052586984,220,inner,False,True
4747,3,2,WM,rbf,1.0,1.0,150.15679052586984,220,inner,False,True
4747,3,2,FI,rbf,1.0,1.0,150.15679052586984,220,inner,False,True
4747,3,2,WM,rbf,3.0,1.0,150.15679052586984,220,inner,False,True
4747,3,2,FI,rbf,3.0,1.0,150.15679052586984,220,inner,False,True
4747,3,2,WM,rbf,10.0,1.0,150.15679052586984,220,inner,False,True
4747,3,2,FI,rbf,10.0,1.0,150.15679052586984,220,inner,False,True
4747,3,2,WM,rbf,0.3,2.0,300.3135810517397,220,inner,False,True
4747,3,2,FI,rbf,0.3,2.0,300.3135810517397,220,inner,False,True
4747,3,2,WM,rbf,1.0,2.0,300.3135810517397,220,inner,False,True
4747,3,2,FI,rbf,1.0,2.0,300.3135810517397,220,inner,False,True
4747,3,2,WM,rbf,3.0,2.0,300.3135810517397,220,inner,False,True
4747,3,2,FI,rbf,3.0,2.0,300.3135810517397,220,inner,False,True
4747,3,2,WM,rbf,10.0,2.0,300.3135810517397,220,inner,False,True
4747,3,2,FI,rbf,10.0,2.0,300.3135810517397,220,inner,False,True
4747,3,2,WM,linear,0.3,0.5,,220,inner,False,True
4747,3,2,FI,linear,0.3,0.5,,220,inner,False,True
4747,3,2,WM,linear,1.0,0.5,,220,inner,False,True
4747,3,2,FI,linear,1.0,0.5,,220,inner,False,True
4747,3,2,WM,linear,3.0,0.5,,220,inner,False,True
4747,3,2,FI,linear,3.0,0.5,,220,inner,False,True
4747,3,2,WM,linear,10.0,0.5,,220,inner,False,True
4747,3,2,FI,linear,10.0,0.5,,220,inner,False,True
4747,3,2,WM,linear,0.3,1.0,,220,inner,False,True
4747,3,2,FI,linear,0.3,1.0,,220,inner,False,True
4747,3,2,WM,linear,1.0,1.0,,220,inner,False,True
4747,3,2,FI,linear,1.0,1.0,,220,inner,False,True
4747,3,2,WM,linear,3.0,1.0,,220,inner,False,True
4747,3,2,FI,linear,3.0,1.0,,220,inner,False,True
4747,3,2,WM,linear,10.0,1.0,,220,inner,False,True
4747,3,2,FI,linear,10.0,1.0,,220,inner,False,True
4747,3,2,WM,linear,0.3,2.0,,220,inner,False,True
4747,3,2,FI,linear,0.3,2.0,,220,inner,False,True
4747,3,2,WM,linear,1.0,2.0,,220,inner,False,True
4747,3,2,FI,linear,1.0,2.0,,220,inner,False,True
4747,3,2,WM,linear,3.0,2.0,,220,inner,False,True
4747,3,2,FI,linear,3.0,2.0,,220,inner,False,True
4747,3,2,WM,linear,10.0,2.0,,220,inner,False,True
4747,3,2,FI,linear,10.0,2.0,,220,inner,False,True
4747,3,-1,WM,rbf,0.3,0.5,76.0718034956925,330,final,True,True
4747,3,-1,FI,rbf,0.3,1.0,152.143606991385,330,final,True,True
4747,3,-1,WM,linear,10.0,2.0,,330,final,True,True
4747,3,-1,FI,linear,10.0,2.0,,330,final,True,True
4747,4,0,WM,rbf,0.3,0.5,74.25306602639284,220,inner,False,True
4747,4,0,FI,rbf,0.3,0.5,74.25306602639284,220,inner,False,True
4747,4,0,WM,rbf,1.0,0.5,74.25306602639284,220,inner,False,True
4747,4,0,FI,rbf,1.0,0.5,74.25306602639284,220,inner,False,True
4747,4,0,WM,rbf,3.0,0.5,74.25306602639284,220,inner,False,True
4747,4,0,FI,rbf,3.0,0.5,74.25306602639284,220,inner,False,True
4747,4,0,WM,rbf,10.0,0.5,74.25306602639284,220,inner,False,True
4747,4,0,FI,rbf,10.0,0.5,74.25306602639284,220,inner,False,True
4747,4,0,WM,rbf,0.3,1.0,148.5061320527857,220,inner,False,True
4747,4,0,FI,rbf,0.3,1.0,148.5061320527857,220,inner,False,True
4747,4,0,WM,rbf,1.0,1.0,148.5061320527857,220,inner,False,True
4747,4,0,FI,rbf,1.0,1.0,148.5061320527857,220,inner,False,True
4747,4,0,WM,rbf,3.0,1.0,148.5061320527857,220,inner,False,True
4747,4,0,FI,rbf,3.0,1.0,148.5061320527857,220,inner,False,True
4747,4,0,WM,rbf,10.0,1.0,148.5061320527857,220,inner,False,True
4747,4,0,FI,rbf,10.0,1.0,148.5061320527857,220,inner,False,True
4747,4,0,WM,rbf,0.3,2.0,297.0122641055714,220,inner,False,True
4747,4,0,FI,rbf,0.3,2.0,297.0122641055714,220,inner,False,True
4747,4,0,WM,rbf,1.0,2.0,297.0122641055714,220,inner,False,True
4747,4,0,FI,rbf,1.0,2.0,297.0122641055714,220,inner,False,True
4747,4,0,WM,rbf,3.0,2.0,297.0122641055714,220,inner,False,True
4747,4,0,FI,rbf,3.0,2.0,297.0122641055714,220,inner,False,True
4747,4,0,WM,rbf,10.0,2.0,297.0122641055714,220,inner,False,True
4747,4,0,FI,rbf,10.0,2.0,297.0122641055714,220,inner,False,True
4747,4,0,WM,linear,0.3,0.5,,220,inner,False,True
4747,4,0,FI,linear,0.3,0.5,,220,inner,False,True
4747,4,0,WM,linear,1.0,0.5,,220,inner,False,True
4747,4,0,FI,linear,1.0,0.5,,220,inner,False,True
4747,4,0,WM,linear,3.0,0.5,,220,inner,False,True
4747,4,0,FI,linear,3.0,0.5,,220,inner,False,True
4747,4,0,WM,linear,10.0,0.5,,220,inner,False,True
4747,4,0,FI,linear,10.0,0.5,,220,inner,False,True
4747,4,0,WM,linear,0.3,1.0,,220,inner,False,True
4747,4,0,FI,linear,0.3,1.0,,220,inner,False,True
4747,4,0,WM,linear,1.0,1.0,,220,inner,False,True
4747,4,0,FI,linear,1.0,1.0,,220,inner,False,True
4747,4,0,WM,linear,3.0,1.0,,220,inner,False,True
4747,4,0,FI,linear,3.0,1.0,,220,inner,False,True
4747,4,0,WM,linear,10.0,1.0,,220,inner,False,True
4747,4,0,FI,linear,10.0,1.0,,220,inner,False,True
4747,4,0,WM,linear,0.3,2.0,,220,inner,False,True
4747,4,0,FI,linear,0.3,2.0,,220,inner,False,True
4747,4,0,WM,linear,1.0,2.0,,220,inner,False,True
4747,4,0,FI,linear,1.0,2.0,,220,inner,False,True
4747,4,0,WM,linear,3.0,2.0,,220,inner,False,True
4747,4,0,FI,linear,3.0,2.0,,220,inner,False,True
4747,4,0,WM,linear,10.0,2.0,,220,inner,False,True
4747,4,0,FI,linear,10.0,2.0,,220,inner,False,True
4747,4,1,WM,rbf,0.3,0.5,74.25692921312003,220,inner,False,True
4747,4,1,FI,rbf,0.3,0.5,74.25692921312003,220,inner,False,True
4747,4,1,WM,rbf,1.0,0.5,74.25692921312003,220,inner,False,True
4747,4,1,FI,rbf,1.0,0.5,74.25692921312003,220,inner,False,True
4747,4,1,WM,rbf,3.0,0.5,74.25692921312003,220,inner,False,True
4747,4,1,FI,rbf,3.0,0.5,74.25692921312003,220,inner,False,True
4747,4,1,WM,rbf,10.0,0.5,74.25692921312003,220,inner,False,True
4747,4,1,FI,rbf,10.0,0.5,74.25692921312003,220,inner,False,True
4747,4,1,WM,rbf,0.3,1.0,148.51385842624006,220,inner,False,True
4747,4,1,FI,rbf,0.3,1.0,148.51385842624006,220,inner,False,True
4747,4,1,WM,rbf,1.0,1.0,148.51385842624006,220,inner,False,True
4747,4,1,FI,rbf,1.0,1.0,148.51385842624006,220,inner,False,True
4747,4,1,WM,rbf,3.0,1.0,148.51385842624006,220,inner,False,True
4747,4,1,FI,rbf,3.0,1.0,148.51385842624006,220,inner,False,True
4747,4,1,WM,rbf,10.0,1.0,148.51385842624006,220,inner,False,True
4747,4,1,FI,rbf,10.0,1.0,148.51385842624006,220,inner,False,True
4747,4,1,WM,rbf,0.3,2.0,297.0277168524801,220,inner,False,True
4747,4,1,FI,rbf,0.3,2.0,297.0277168524801,220,inner,False,True
4747,4,1,WM,rbf,1.0,2.0,297.0277168524801,220,inner,False,True
4747,4,1,FI,rbf,1.0,2.0,297.0277168524801,220,inner,False,True
4747,4,1,WM,rbf,3.0,2.0,297.0277168524801,220,inner,False,True
4747,4,1,FI,rbf,3.0,2.0,297.0277168524801,220,inner,False,True
4747,4,1,WM,rbf,10.0,2.0,297.0277168524801,220,inner,False,True
4747,4,1,FI,rbf,10.0,2.0,297.0277168524801,220,inner,False,True
4747,4,1,WM,linear,0.3,0.5,,220,inner,False,True
4747,4,1,FI,linear,0.3,0.5,,220,inner,False,True
4747,4,1,WM,linear,1.0,0.5,,220,inner,False,True
4747,4,1,FI,linear,1.0,0.5,,220,inner,False,True
4747,4,1,WM,linear,3.0,0.5,,220,inner,False,True
4747,4,1,FI,linear,3.0,0.5,,220,inner,False,True
4747,4,1,WM,linear,10.0,0.5,,220,inner,False,True
4747,4,1,FI,linear,10.0,0.5,,220,inner,False,True
4747,4,1,WM,linear,0.3,1.0,,220,inner,False,True
4747,4,1,FI,linear,0.3,1.0,,220,inner,False,True
4747,4,1,WM,linear,1.0,1.0,,220,inner,False,True
4747,4,1,FI,linear,1.0,1.0,,220,inner,False,True
4747,4,1,WM,linear,3.0,1.0,,220,inner,False,True
4747,4,1,FI,linear,3.0,1.0,,220,inner,False,True
4747,4,1,WM,linear,10.0,1.0,,220,inner,False,True
4747,4,1,FI,linear,10.0,1.0,,220,inner,False,True
4747,4,1,WM,linear,0.3,2.0,,220,inner,False,True
4747,4,1,FI,linear,0.3,2.0,,220,inner,False,True
4747,4,1,WM,linear,1.0,2.0,,220,inner,False,True
4747,4,1,FI,linear,1.0,2.0,,220,inner,False,True
4747,4,1,WM,linear,3.0,2.0,,220,inner,False,True
4747,4,1,FI,linear,3.0,2.0,,220,inner,False,True
4747,4,1,WM,linear,10.0,2.0,,220,inner,False,True
4747,4,1,FI,linear,10.0,2.0,,220,inner,False,True
4747,4,2,WM,rbf,0.3,0.5,75.16135570774566,220,inner,False,True
4747,4,2,FI,rbf,0.3,0.5,75.16135570774566,220,inner,False,True
4747,4,2,WM,rbf,1.0,0.5,75.16135570774566,220,inner,False,True
4747,4,2,FI,rbf,1.0,0.5,75.16135570774566,220,inner,False,True
4747,4,2,WM,rbf,3.0,0.5,75.16135570774566,220,inner,False,True
4747,4,2,FI,rbf,3.0,0.5,75.16135570774566,220,inner,False,True
4747,4,2,WM,rbf,10.0,0.5,75.16135570774566,220,inner,False,True
4747,4,2,FI,rbf,10.0,0.5,75.16135570774566,220,inner,False,True
4747,4,2,WM,rbf,0.3,1.0,150.3227114154913,220,inner,False,True
4747,4,2,FI,rbf,0.3,1.0,150.3227114154913,220,inner,False,True
4747,4,2,WM,rbf,1.0,1.0,150.3227114154913,220,inner,False,True
4747,4,2,FI,rbf,1.0,1.0,150.3227114154913,220,inner,False,True
4747,4,2,WM,rbf,3.0,1.0,150.3227114154913,220,inner,False,True
4747,4,2,FI,rbf,3.0,1.0,150.3227114154913,220,inner,False,True
4747,4,2,WM,rbf,10.0,1.0,150.3227114154913,220,inner,False,True
4747,4,2,FI,rbf,10.0,1.0,150.3227114154913,220,inner,False,True
4747,4,2,WM,rbf,0.3,2.0,300.6454228309826,220,inner,False,True
4747,4,2,FI,rbf,0.3,2.0,300.6454228309826,220,inner,False,True
4747,4,2,WM,rbf,1.0,2.0,300.6454228309826,220,inner,False,True
4747,4,2,FI,rbf,1.0,2.0,300.6454228309826,220,inner,False,True
4747,4,2,WM,rbf,3.0,2.0,300.6454228309826,220,inner,False,True
4747,4,2,FI,rbf,3.0,2.0,300.6454228309826,220,inner,False,True
4747,4,2,WM,rbf,10.0,2.0,300.6454228309826,220,inner,False,True
4747,4,2,FI,rbf,10.0,2.0,300.6454228309826,220,inner,False,True
4747,4,2,WM,linear,0.3,0.5,,220,inner,False,True
4747,4,2,FI,linear,0.3,0.5,,220,inner,False,True
4747,4,2,WM,linear,1.0,0.5,,220,inner,False,True
4747,4,2,FI,linear,1.0,0.5,,220,inner,False,True
4747,4,2,WM,linear,3.0,0.5,,220,inner,False,True
4747,4,2,FI,linear,3.0,0.5,,220,inner,False,True
4747,4,2,WM,linear,10.0,0.5,,220,inner,False,True
4747,4,2,FI,linear,10.0,0.5,,220,inner,False,True
4747,4,2,WM,linear,0.3,1.0,,220,inner,False,True
4747,4,2,FI,linear,0.3,1.0,,220,inner,False,True
4747,4,2,WM,linear,1.0,1.0,,220,inner,False,True
4747,4,2,FI,linear,1.0,1.0,,220,inner,False,True
4747,4,2,WM,linear,3.0,1.0,,220,inner,False,True
4747,4,2,FI,linear,3.0,1.0,,220,inner,False,True
4747,4,2,WM,linear,10.0,1.0,,220,inner,False,True
4747,4,2,FI,linear,10.0,1.0,,220,inner,False,True
4747,4,2,WM,linear,0.3,2.0,,220,inner,False,True
4747,4,2,FI,linear,0.3,2.0,,220,inner,False,True
4747,4,2,WM,linear,1.0,2.0,,220,inner,False,True
4747,4,2,FI,linear,1.0,2.0,,220,inner,False,True
4747,4,2,WM,linear,3.0,2.0,,220,inner,False,True
4747,4,2,FI,linear,3.0,2.0,,220,inner,False,True
4747,4,2,WM,linear,10.0,2.0,,220,inner,False,True
4747,4,2,FI,linear,10.0,2.0,,220,inner,False,True
4747,4,-1,WM,rbf,10.0,2.0,302.74212206881214,330,final,True,True
4747,4,-1,FI,rbf,0.3,2.0,302.74212206881214,330,final,True,True
4747,4,-1,WM,linear,10.0,2.0,,330,final,True,True
4747,4,-1,FI,linear,10.0,2.0,,330,final,True,True
4848,0,0,WM,rbf,0.3,0.5,74.72569623241161,219,inner,False,True
4848,0,0,FI,rbf,0.3,0.5,74.72569623241161,219,inner,False,True
4848,0,0,WM,rbf,1.0,0.5,74.72569623241161,219,inner,False,True
4848,0,0,FI,rbf,1.0,0.5,74.72569623241161,219,inner,False,True
4848,0,0,WM,rbf,3.0,0.5,74.72569623241161,219,inner,False,True
4848,0,0,FI,rbf,3.0,0.5,74.72569623241161,219,inner,False,True
4848,0,0,WM,rbf,10.0,0.5,74.72569623241161,219,inner,False,True
4848,0,0,FI,rbf,10.0,0.5,74.72569623241161,219,inner,False,True
4848,0,0,WM,rbf,0.3,1.0,149.45139246482321,219,inner,False,True
4848,0,0,FI,rbf,0.3,1.0,149.45139246482321,219,inner,False,True
4848,0,0,WM,rbf,1.0,1.0,149.45139246482321,219,inner,False,True
4848,0,0,FI,rbf,1.0,1.0,149.45139246482321,219,inner,False,True
4848,0,0,WM,rbf,3.0,1.0,149.45139246482321,219,inner,False,True
4848,0,0,FI,rbf,3.0,1.0,149.45139246482321,219,inner,False,True
4848,0,0,WM,rbf,10.0,1.0,149.45139246482321,219,inner,False,True
4848,0,0,FI,rbf,10.0,1.0,149.45139246482321,219,inner,False,True
4848,0,0,WM,rbf,0.3,2.0,298.90278492964643,219,inner,False,True
4848,0,0,FI,rbf,0.3,2.0,298.90278492964643,219,inner,False,True
4848,0,0,WM,rbf,1.0,2.0,298.90278492964643,219,inner,False,True
4848,0,0,FI,rbf,1.0,2.0,298.90278492964643,219,inner,False,True
4848,0,0,WM,rbf,3.0,2.0,298.90278492964643,219,inner,False,True
4848,0,0,FI,rbf,3.0,2.0,298.90278492964643,219,inner,False,True
4848,0,0,WM,rbf,10.0,2.0,298.90278492964643,219,inner,False,True
4848,0,0,FI,rbf,10.0,2.0,298.90278492964643,219,inner,False,True
4848,0,0,WM,linear,0.3,0.5,,219,inner,False,True
4848,0,0,FI,linear,0.3,0.5,,219,inner,False,True
4848,0,0,WM,linear,1.0,0.5,,219,inner,False,True
4848,0,0,FI,linear,1.0,0.5,,219,inner,False,True
4848,0,0,WM,linear,3.0,0.5,,219,inner,False,True
4848,0,0,FI,linear,3.0,0.5,,219,inner,False,True
4848,0,0,WM,linear,10.0,0.5,,219,inner,False,True
4848,0,0,FI,linear,10.0,0.5,,219,inner,False,True
4848,0,0,WM,linear,0.3,1.0,,219,inner,False,True
4848,0,0,FI,linear,0.3,1.0,,219,inner,False,True
4848,0,0,WM,linear,1.0,1.0,,219,inner,False,True
4848,0,0,FI,linear,1.0,1.0,,219,inner,False,True
4848,0,0,WM,linear,3.0,1.0,,219,inner,False,True
4848,0,0,FI,linear,3.0,1.0,,219,inner,False,True
4848,0,0,WM,linear,10.0,1.0,,219,inner,False,True
4848,0,0,FI,linear,10.0,1.0,,219,inner,False,True
4848,0,0,WM,linear,0.3,2.0,,219,inner,False,True
4848,0,0,FI,linear,0.3,2.0,,219,inner,False,True
4848,0,0,WM,linear,1.0,2.0,,219,inner,False,True
4848,0,0,FI,linear,1.0,2.0,,219,inner,False,True
4848,0,0,WM,linear,3.0,2.0,,219,inner,False,True
4848,0,0,FI,linear,3.0,2.0,,219,inner,False,True
4848,0,0,WM,linear,10.0,2.0,,219,inner,False,True
4848,0,0,FI,linear,10.0,2.0,,219,inner,False,True
4848,0,1,WM,rbf,0.3,0.5,75.31859438435094,219,inner,False,True
4848,0,1,FI,rbf,0.3,0.5,75.31859438435094,219,inner,False,True
4848,0,1,WM,rbf,1.0,0.5,75.31859438435094,219,inner,False,True
4848,0,1,FI,rbf,1.0,0.5,75.31859438435094,219,inner,False,True
4848,0,1,WM,rbf,3.0,0.5,75.31859438435094,219,inner,False,True
4848,0,1,FI,rbf,3.0,0.5,75.31859438435094,219,inner,False,True
4848,0,1,WM,rbf,10.0,0.5,75.31859438435094,219,inner,False,True
